q,e,i,om,w,ma,a
0.33653043000000005,0.5647,1.84,161.71,117.4,116.2,0.7731
0.9442112,0.3722,17.21,301.5,298.12,198.66,1.504
1.0611978,0.2299,9.83,290.52,253.48,159.81,1.378
1.2404340000000003,0.2343,13.26,137.49,196.37,187.72,1.62
1.0018128000000002,0.4459,3.19,117.79,16.89,354.22,1.808
1.1256171,0.5441,24.72,114.81,11.6,358.46,2.469
0.564688,0.5132,3.05,148.21,220.45,238.62,1.16
1.0406549999999999,0.4594,22.44,300.72,209.07,350.51,1.925
0.9364826,0.2411,23.87,122.2,281.88,50.26,1.234
0.8385456,0.4597,2.57,297.05,120.67,27.98,1.552
1.2354174,0.4519,5.0,255.12,165.22,77.59,2.254
0.5373792,0.6427,32.0,139.63,202.84,351.36,1.504
0.5605045,0.6905,4.63,153.58,204.56,177.41,1.811
0.90860308,0.0837,0.77,83.39,150.75,171.24,0.9916
0.6727428,0.3988,22.02,300.94,292.86,298.49,1.119
0.9442368000000001,0.3016,15.22,115.74,315.99,302.9,1.352
0.7579109999999999,0.421,12.15,123.79,262.11,85.24,1.309
1.1102400000000001,0.568,4.4,287.97,228.3,202.91,2.57
1.1757661,0.5441,24.86,316.81,94.31,228.71,2.579
0.9738208,0.4448,5.22,310.58,203.41,191.49,1.754
0.8644002,0.1974,15.71,310.72,96.21,240.63,1.077
0.9315527,0.3303,19.16,310.12,124.01,197.05,1.391
0.9288068,0.4919,1.55,112.33,329.31,120.51,1.828
1.1059440000000003,0.319,8.34,314.62,175.08,47.84,1.624
0.3013828,0.8073,17.69,319.17,29.65,184.63,1.564
0.8166500999999999,0.5199,1.95,242.17,4.96,219.13,1.701
0.9646126,0.1341,0.78,302.55,149.6,40.23,1.114
1.0598741999999999,0.2353,19.83,130.88,12.77,355.16,1.386
0.945534,0.1987,23.87,135.37,263.97,71.61,1.18
1.1450373000000003,0.4863,25.1,313.87,146.72,10.7,2.229
0.9566500000000001,0.5972,5.32,134.15,334.86,329.26,2.375
0.47463150000000004,0.7341,18.14,306.51,50.03,212.13,1.785
0.5622993599999999,0.3784,26.06,132.09,228.85,220.98,0.9046
1.0165628,0.4907,9.32,317.09,162.22,6.47,1.996
0.2672796000000001,0.8684,17.92,136.81,235.41,14.04,2.031
0.65252,0.56,4.33,151.52,231.63,43.43,1.483
1.0430966,0.3266,15.87,303.34,175.26,185.89,1.549
0.8938800000000001,0.48,8.47,317.37,117.98,21.04,1.719
0.8753476,0.3156,9.05,340.99,38.66,215.04,1.279
0.9643876,0.4116,7.47,314.78,138.9,35.8,1.639
1.13975,0.4125,5.87,339.17,198.41,318.83,1.94
0.45349739999999994,0.8161,6.31,350.85,39.62,282.49,2.466
0.8448577999999999,0.5763,4.36,319.51,242.31,257.69,1.994
0.5623332,0.7738,10.8,317.77,303.24,339.03,2.486
0.5705271,0.6249,9.88,337.83,272.95,193.84,1.521
1.1572638,0.5261,12.16,137.77,289.96,295.75,2.442
0.7839942999999999,0.4529,4.56,339.3,87.15,89.2,1.433
0.7745374999999999,0.2795,26.01,327.83,65.99,254.02,1.075
1.0635299999999999,0.1225,6.14,315.55,172.32,347.05,1.212
0.9903423,0.3883,6.33,328.29,200.62,39.1,1.619
1.0380232,0.2856,2.69,339.6,117.84,40.84,1.453
0.896304,0.148,31.91,147.32,226.82,114.87,1.052
0.3906760000000001,0.714,40.26,134.26,200.13,317.76,1.366
1.157832,0.5052,23.08,171.55,243.24,20.03,2.34
0.8162286000000001,0.3491,26.54,326.62,320.73,96.12,1.254
1.0480704,0.5801,5.52,117.55,95.36,217.66,2.496
1.0088106,0.2758,12.11,330.34,130.26,180.55,1.393
0.62671744,0.3264,3.22,143.66,232.69,93.46,0.9304
1.1862688000000001,0.3198,27.47,342.39,256.12,159.6,1.744
0.9351552000000001,0.3042,4.72,22.66,230.45,211.73,1.344
1.0111221000000001,0.4987,4.74,139.8,5.72,0.01,2.017
1.1045328,0.2048,7.04,348.32,166.68,357.51,1.389
1.1104399999999999,0.54,8.02,144.36,31.0,353.23,2.414
0.9934462000000001,0.3894,10.3,329.42,125.62,23.14,1.627
0.9348810000000001,0.609,6.78,315.1,131.87,323.1,2.391
0.8697584,0.2136,2.72,140.71,290.76,84.51,1.106
0.8194168,0.6522,12.6,27.2,2.41,6.81,2.356
0.57236873,0.4011,34.59,148.98,199.39,255.94,0.9557
1.0808343,0.3799,3.01,342.44,143.58,10.1,1.743
0.5767146000000001,0.5182,0.86,341.74,271.1,314.82,1.197
1.2871628,0.4181,22.3,161.47,312.62,93.99,2.212
1.1154941999999999,0.3223,24.16,150.5,354.52,2.07,1.646
1.1481192,0.2952,4.0,342.92,168.88,28.45,1.629
1.0290363999999999,0.6762,9.1,149.42,115.93,285.13,3.178
0.9686855999999998,0.3159,20.78,146.22,313.06,25.36,1.416
0.9913303999999998,0.1196,10.75,147.4,336.87,322.15,1.126
0.48210096,0.4424,4.2,329.59,321.99,309.21,0.8646
0.9757248,0.3148,6.48,147.98,64.33,44.13,1.424
0.5515362999999999,0.5681,20.18,327.25,66.7,43.77,1.277
1.0044689999999998,0.427,5.12,133.13,357.0,201.63,1.753
1.0935575000000002,0.4463,2.63,151.8,351.6,1.1,1.975
1.0519395999999999,0.2316,10.68,331.74,162.75,10.59,1.369
1.1785536,0.5023,2.35,251.29,285.67,312.02,2.368
1.008568,0.1365,1.89,142.44,348.42,146.95,1.168
1.0760707999999999,0.3644,5.64,144.05,2.34,1.14,1.693
0.9143778,0.4754,9.76,140.02,315.37,19.26,1.743
0.9629333999999999,0.4969,11.37,330.58,216.93,348.48,1.914
0.23489208,0.7201,26.47,141.99,185.79,55.94,0.8392
1.0947558,0.2598,52.96,336.65,195.1,307.64,1.479
0.8329152,0.6663,6.8,327.6,128.53,250.61,2.496
1.2227092,0.2276,30.01,331.43,11.93,264.63,1.583
1.21968,0.6304,33.82,350.46,248.79,250.24,3.3
1.0037232,0.5137,1.89,141.48,25.49,355.52,2.064
1.0697172,0.3748,31.58,159.94,254.49,312.77,1.711
1.0587933,0.5313,9.67,174.68,359.32,29.75,2.259
0.8130024,0.5896,1.28,154.48,306.36,293.82,1.981
0.655344,0.6966,6.03,342.37,261.34,345.67,2.16
1.075998,0.2146,15.97,341.87,174.5,3.61,1.37
1.0862448,0.5344,4.26,341.78,181.75,0.19,2.333
1.0291512,0.4431,4.69,339.89,183.11,69.82,1.848
1.0115388,0.6319,3.7,169.99,342.03,2.91,2.748
1.252146,0.1482,11.27,158.72,346.71,339.11,1.47
0.96063,0.4675,7.5,161.59,319.59,14.05,1.804
1.0062799999999998,0.56,6.68,158.01,41.75,4.1,2.287
0.8223923999999999,0.2983,7.43,336.55,92.0,61.01,1.172
1.233336,0.2094,23.97,340.83,163.93,154.57,1.56
0.7945815,0.3395,0.37,69.54,192.29,295.9,1.203
0.9390677999999999,0.6754,1.35,198.92,14.13,352.77,2.893
0.978327,0.121,1.31,165.35,33.94,324.21,1.113
0.9590382,0.3907,2.07,166.66,32.87,346.52,1.574
1.0363737,0.1897,13.91,165.1,61.99,53.7,1.279
0.8542072,0.5688,4.25,340.54,126.9,16.05,1.981
1.001627,0.593,24.12,302.14,205.72,259.83,2.461
0.8087376,0.3004,14.47,337.68,11.73,346.09,1.156
1.0917528,0.3593,12.4,168.26,305.59,282.97,1.704
0.516615,0.6667,4.89,152.94,258.53,189.41,1.55
1.1463648,0.5126,3.7,144.84,53.91,317.81,2.352
1.1370319999999998,0.3968,5.84,66.52,136.9,8.25,1.885
0.8283782,0.5967,5.51,169.91,61.3,344.3,2.054
0.4005078999999999,0.7517,3.0,175.79,227.19,29.03,1.613
0.7196340000000001,0.6131,7.33,160.05,97.0,337.09,1.86
0.9384900000000002,0.426,0.67,82.52,44.25,26.3,1.635
1.0409202000000002,0.3353,23.1,175.86,348.4,5.38,1.566
0.44866507000000005,0.3959,10.26,353.74,341.74,214.47,0.7427
0.9854922,0.3609,9.93,164.99,340.39,185.75,1.542
0.9653069999999999,0.3586,0.67,347.45,216.11,278.3,1.505
0.8290700999999999,0.5227,2.69,192.2,273.05,23.38,1.737
0.7167216000000001,0.6402,5.57,177.16,277.11,17.63,1.992
0.8518692,0.2468,29.21,352.06,98.27,56.14,1.131
0.5332733999999999,0.7658,5.05,356.02,79.06,34.54,2.277
0.804465,0.4041,7.1,260.45,160.03,306.12,1.35
0.9490823999999999,0.3723,7.41,351.0,254.13,326.38,1.512
1.1327708,0.6164,12.51,177.95,325.96,20.81,2.953
0.9622799999999999,0.505,0.49,184.66,33.44,298.81,1.944
1.0407629999999999,0.1165,2.41,355.52,190.0,66.62,1.178
1.0242804,0.2668,0.41,127.02,73.84,111.88,1.397
1.0368928,0.2508,12.01,356.39,128.67,30.03,1.384
0.953556,0.4795,11.52,178.67,44.86,68.01,1.832
0.7869885000000001,0.5357,26.98,0.95,283.64,230.85,1.695
1.1343776,0.5729,9.86,337.59,278.14,131.64,2.656
1.053026,0.599,24.59,11.43,250.62,145.85,2.626
0.6229316,0.5186,16.93,173.47,100.87,319.11,1.294
0.8382792000000001,0.3256,13.41,352.4,103.5,45.91,1.243
0.8315749,0.5117,6.0,356.29,107.43,24.39,1.703
0.8770623,0.6341,8.42,33.34,215.22,281.22,2.397
1.2299736000000001,0.4584,26.77,350.28,162.61,26.38,2.271
0.6820515,0.4215,36.34,175.98,231.18,84.82,1.179
1.0984512,0.5542,15.09,0.03,198.35,248.1,2.464
1.06826,0.3108,4.2,2.47,209.75,139.77,1.55
0.5012053999999999,0.7818,2.98,153.46,148.52,343.12,2.297
0.9356256000000001,0.6022,7.36,120.91,106.76,310.53,2.352
0.9052296,0.3949,3.02,14.09,216.84,240.29,1.496
0.9712548000000001,0.6132,3.47,327.3,177.82,235.9,2.511
0.8739198,0.3097,5.22,211.53,28.87,96.23,1.266
1.0914640000000002,0.3092,18.36,356.25,118.23,132.58,1.58
0.54989152,0.4032,8.62,8.16,321.32,194.11,0.9214
0.6292398000000001,0.6738,3.12,165.47,280.98,350.49,1.929
0.9137573999999999,0.3186,2.14,26.27,213.34,239.03,1.341
0.9381312,0.5194,17.32,5.22,226.92,287.25,1.952
0.75130432,0.2408,10.91,1.57,293.99,142.57,0.9896
0.79254,0.405,16.91,174.98,113.86,236.09,1.332
0.55422352,0.3134,14.9,177.27,192.41,158.5,0.8072
0.75448984,0.1928,16.86,189.85,180.15,23.46,0.9347
1.1368516,0.5271,3.48,183.82,264.06,327.44,2.404
1.223737,0.3593,8.24,238.58,338.85,332.96,1.91
1.0924159999999998,0.3435,7.88,176.93,10.65,313.41,1.664
0.9927918000000001,0.4258,0.76,177.29,349.2,225.26,1.729
0.7147840000000001,0.3618,23.41,175.81,272.31,358.85,1.12
0.36068240000000007,0.7946,9.7,63.76,0.65,201.04,1.756
1.0902418,0.1361,16.25,199.26,13.57,116.15,1.262
1.0393507999999998,0.3647,4.83,11.3,184.33,358.19,1.636
1.0325849999999999,0.4525,10.88,18.24,204.32,358.02,1.886
1.2843576,0.4483,25.7,189.28,352.81,339.21,2.328
1.1401104,0.2752,10.42,15.25,186.26,102.49,1.573
0.9120356000000001,0.5756,12.84,12.25,233.86,348.35,2.149
0.5957828000000001,0.287,0.01,338.37,10.98,100.6,0.8356
1.0002504,0.1848,3.79,198.85,288.27,296.19,1.227
0.56850728,0.4206,20.84,193.21,144.63,253.59,0.9812
0.9594418,0.2306,29.58,189.9,128.63,69.85,1.247
1.1363292,0.1918,5.28,21.78,165.63,99.55,1.406
0.38303999999999994,0.8425,8.51,331.46,47.63,283.85,2.432
1.2586365000000002,0.4049,46.64,11.12,88.03,188.32,2.115
0.5816102,0.3215,27.8,197.72,204.39,188.07,0.8572
0.923505,0.5175,2.07,231.27,18.93,344.02,1.914
1.2604598,0.5354,20.68,195.26,28.84,118.3,2.713
1.2096168,0.2524,4.57,260.21,263.47,42.07,1.618
1.0037753999999999,0.4251,8.12,206.07,40.23,167.78,1.746
0.794223,0.5563,4.59,218.64,68.41,98.33,1.79
0.876604,0.4077,6.85,128.18,195.76,190.04,1.48
0.5286944,0.7136,41.69,333.84,268.34,37.61,1.846
0.9187191,0.6373,4.14,205.68,304.51,9.55,2.533
0.9115264,0.5456,2.3,18.14,137.28,253.53,2.006
0.8963604999999999,0.4551,0.48,206.64,298.97,358.17,1.645
1.0278476,0.4964,9.02,22.75,178.85,0.1,2.041
1.0283364,0.3722,18.06,22.61,204.87,349.48,1.638
0.9579713000000001,0.5567,0.91,168.3,355.28,108.97,2.161
0.6162641999999999,0.4114,24.79,30.72,300.62,281.65,1.047
1.0041254,0.0446,3.45,198.6,36.05,210.73,1.051
1.190415,0.5425,21.91,31.42,205.22,164.22,2.602
0.8357579999999998,0.5842,2.44,204.27,273.41,255.61,2.01
0.5754830400000001,0.3232,14.61,21.3,321.86,350.51,0.8503
0.9156512000000001,0.1736,14.92,23.81,269.66,265.28,1.108
0.2245096000000001,0.8684,5.98,168.36,257.73,270.47,1.706
0.6896472,0.3356,14.17,190.46,240.58,48.86,1.038
1.1905581,0.0297,11.4,25.07,112.63,301.61,1.227
1.1049660000000001,0.586,9.45,135.89,112.52,130.3,2.669
0.8865252000000001,0.6697,9.26,183.16,144.74,90.35,2.684
1.2095900000000002,0.515,9.74,27.04,196.11,222.61,2.494
1.0176184,0.5412,6.63,201.67,11.05,52.27,2.218
0.9803499000000001,0.4277,12.97,208.77,38.11,214.6,1.713
1.1632958999999998,0.4767,21.15,49.08,62.31,96.29,2.223
0.9080016000000001,0.6172,7.34,116.77,340.16,346.67,2.372
0.842231,0.6189,1.57,224.61,44.39,346.02,2.21
1.2731303999999999,0.3949,2.19,170.32,51.6,145.81,2.104
0.7866894,0.4207,18.08,193.75,289.86,36.99,1.358
1.0413514000000001,0.2682,1.45,136.86,351.5,99.37,1.423
0.6258912,0.4073,23.46,205.06,195.32,11.97,1.056
1.1868262,0.2906,15.99,155.59,102.84,266.11,1.673
0.9939083999999999,0.1534,32.19,29.11,133.15,100.16,1.174
0.6905987,0.6371,13.03,92.16,19.04,8.09,1.903
1.0138932,0.1252,15.58,26.89,118.9,168.38,1.159
0.9839155,0.3713,14.9,53.35,186.43,105.17,1.565
1.2530487000000001,0.1219,15.92,200.08,78.98,343.57,1.427
0.9919488000000001,0.0313,9.81,202.47,270.97,104.24,1.024
0.4484601000000001,0.6799,32.99,36.72,54.37,34.56,1.401
0.8019342000000002,0.6769,3.8,224.88,271.53,13.36,2.482
0.1394297999999999,0.9361,17.7,73.54,281.76,348.59,2.182
1.0516002,0.2279,32.69,31.97,244.6,316.08,1.362
0.563787,0.37,29.03,32.01,333.39,329.87,0.8949
1.1335590000000002,0.5265,6.35,59.28,144.47,286.85,2.394
0.9152505000000001,0.2341,3.72,59.03,245.93,278.14,1.195
1.0358085000000001,0.1259,4.16,208.58,9.62,16.1,1.185
1.2831218000000002,0.3594,6.72,116.16,5.98,297.84,2.003
0.7597362,0.4426,7.86,195.52,284.39,235.05,1.363
0.5881375999999999,0.7194,5.8,30.8,87.7,17.72,2.096
1.0392624000000001,0.1981,15.12,32.8,164.46,25.44,1.296
1.258803,0.4345,27.28,26.57,207.69,36.62,2.226
1.0707410000000002,0.2909,12.64,217.2,2.57,211.89,1.51
1.0415737999999999,0.5726,18.76,39.51,180.55,258.86,2.437
1.0923584,0.4728,27.23,46.15,126.75,187.44,2.072
0.9235519999999999,0.5744,4.17,203.75,89.08,61.4,2.17
0.3175935,0.8579,4.07,28.48,61.26,12.5,2.235
0.7223776000000001,0.5393,2.78,27.18,76.02,151.65,1.568
1.2668016,0.4957,7.6,25.53,276.3,321.3,2.512
1.2571461,0.6187,7.5,29.5,164.62,2.27,3.297
1.0447602,0.1951,22.03,26.26,353.12,193.11,1.298
1.017338,0.314,5.73,219.02,335.05,285.24,1.483
0.812075,0.4094,32.68,185.76,163.1,82.88,1.375
0.990009,0.4054,1.48,82.78,109.32,308.02,1.665
1.1043353,0.3303,12.77,81.56,151.75,312.28,1.649
1.0214994,0.5342,29.0,46.53,206.28,352.97,2.193
0.7165746,0.6166,16.16,104.46,33.75,42.92,1.869
0.9126120000000001,0.3555,12.98,225.27,297.81,82.8,1.416
0.879186,0.274,4.96,242.47,154.83,110.31,1.211
0.6190119,0.6399,2.25,297.5,167.52,255.61,1.719
1.0105849999999998,0.1025,10.16,220.37,21.38,226.98,1.126
0.9718469000000001,0.2219,9.11,43.08,230.85,114.95,1.249
1.0102427999999999,0.4273,9.73,36.57,127.29,176.73,1.764
0.8639775,0.5725,2.64,152.82,356.9,236.63,2.021
0.49383185,0.4641,4.87,55.67,313.05,154.81,0.9215
0.52337461,0.4313,14.79,227.13,136.45,168.7,0.9203
0.9293079999999999,0.5096,8.09,109.36,44.65,12.91,1.895
1.2277044,0.3619,3.57,64.78,310.43,198.92,1.924
1.1000254999999999,0.4673,0.82,81.18,174.36,351.46,2.065
0.5962467,0.7411,11.74,54.1,74.86,17.98,2.303
1.0477572,0.5674,13.07,54.32,223.17,256.19,2.422
1.0342054,0.5438,1.33,209.57,10.62,2.76,2.267
0.8790922,0.2594,10.48,227.95,288.13,45.48,1.187
1.0929786,0.5793,17.25,230.57,11.21,357.96,2.598
1.0368125,0.3375,3.94,206.14,328.92,26.75,1.565
0.4980603000000001,0.6637,7.11,181.99,179.29,304.32,1.481
1.0827096,0.1908,16.0,225.6,111.18,164.81,1.338
0.4816846000000001,0.5942,3.06,37.96,69.07,44.73,1.187
0.355498,0.8427,9.01,62.24,287.63,346.71,2.26
0.3952935,0.7885,14.41,66.41,2.4,81.38,1.869
0.7808255000000001,0.5415,12.79,189.58,324.64,260.75,1.703
0.539,0.725,7.01,303.48,172.24,297.98,1.96
0.8322118000000001,0.4589,5.16,183.27,162.97,91.49,1.538
1.0158071000000002,0.4841,2.33,78.89,198.89,346.49,1.969
0.7595651,0.6549,6.55,103.54,230.58,33.55,2.201
1.0181324999999999,0.4225,0.9,200.29,3.73,10.75,1.763
1.0053337,0.4889,2.2,196.93,342.48,16.73,1.967
0.26182864,0.5642,10.76,39.94,354.9,243.71,0.6008
1.245573,0.4185,7.0,108.63,231.32,47.47,2.142
0.80571,0.498,1.74,45.04,271.54,358.68,1.605
0.7427632000000001,0.5972,8.91,104.76,28.56,82.38,1.844
0.6790147000000001,0.7593,7.36,229.05,281.36,11.1,2.821
1.1189316,0.3148,25.49,232.52,323.61,21.02,1.633
0.45722850000000004,0.7715,46.66,228.75,229.43,32.7,2.001
0.13779449999999985,0.9481,42.43,56.31,31.46,11.37,2.655
1.0648710000000001,0.339,34.14,72.55,166.18,14.77,1.611
1.0135999999999998,0.3,5.01,234.57,355.02,334.38,1.448
1.0167318,0.4699,3.0,55.12,191.82,356.2,1.918
1.030458,0.142,18.47,54.77,112.24,53.21,1.201
1.0258741999999998,0.4046,2.24,224.49,8.98,205.7,1.723
1.1086859999999998,0.526,4.71,56.44,247.16,299.29,2.339
0.9049125,0.3865,1.63,230.03,64.69,239.45,1.475
0.7713685199999999,0.1641,8.11,58.81,317.46,103.94,0.9228
0.7710278999999999,0.5067,29.2,236.01,104.74,59.12,1.563
0.5314051000000001,0.5367,35.85,56.53,326.05,41.54,1.147
1.0526594,0.2109,3.4,229.68,355.64,257.41,1.334
0.63491,0.654,19.94,99.41,7.86,100.26,1.835
1.1277377999999998,0.4834,9.92,116.54,189.1,46.05,2.183
0.8454050999999999,0.5221,3.83,67.07,114.78,21.07,1.769
0.77407808,0.1608,15.55,246.26,195.43,22.36,0.9224
0.6223945200000001,0.2443,20.41,212.21,235.69,59.15,0.8236
0.705458,0.6845,3.85,113.07,218.23,344.46,2.236
0.9797111999999998,0.5348,7.13,81.16,223.44,115.69,2.106
1.1314153,0.6081,20.92,241.08,355.76,38.55,2.887
1.0384132,0.2718,18.35,69.44,212.43,342.63,1.426
0.7345260000000001,0.343,2.16,17.31,109.23,340.87,1.118
0.65284482,0.3262,5.32,79.83,47.57,20.57,0.9689
1.1633385000000003,0.5517,6.47,69.8,198.39,158.55,2.595
0.652461,0.4494,8.93,66.03,304.2,279.84,1.185
1.1673508,0.4478,6.73,65.05,235.54,104.62,2.114
1.050543,0.5203,11.52,248.25,24.22,56.22,2.19
1.0763532,0.4332,9.38,94.51,154.99,332.75,1.899
1.0285856,0.4736,1.68,60.89,200.0,271.47,1.954
0.99417,0.4655,3.34,246.85,315.93,18.07,1.86
0.963573,0.5218,2.52,76.36,213.52,202.7,2.015
0.30707339999999994,0.7961,40.2,93.62,298.97,172.56,1.506
0.9120312,0.2284,13.02,246.59,285.9,56.79,1.182
1.041277,0.1062,1.67,202.1,39.58,79.87,1.165
1.001272,0.5888,5.38,127.99,186.15,236.69,2.435
0.7314525000000001,0.3475,21.53,92.16,33.58,325.76,1.121
1.0066263999999998,0.6074,32.83,81.77,198.15,169.66,2.564
0.8337233000000001,0.5939,9.1,169.34,176.02,150.51,2.053
0.94704,0.4081,11.15,232.78,209.56,191.88,1.6
0.6000048000000001,0.7948,7.96,161.05,205.36,349.51,2.924
0.7395361,0.8337,29.37,129.68,357.3,38.29,4.447
1.105017,0.2163,18.1,92.89,202.98,18.81,1.41
0.7507215999999999,0.6851,10.74,258.12,75.56,269.36,2.384
0.66675,0.619,22.92,262.81,273.48,179.69,1.75
0.6931818,0.5869,30.65,136.29,237.4,199.92,1.678
0.549096,0.452,49.98,76.67,345.77,294.53,1.002
0.688416,0.6592,15.42,262.68,82.83,341.74,2.02
0.776058,0.6322,10.06,122.33,61.17,140.54,2.11
1.047851,0.3005,13.94,91.31,209.17,343.18,1.498
0.48355970000000004,0.7803,14.93,207.91,172.88,28.84,2.201
1.167213,0.1505,17.73,208.1,276.42,251.53,1.374
0.78177,0.655,1.75,103.16,251.18,337.71,2.266
0.4462367999999999,0.8022,23.21,100.77,278.8,350.59,2.256
1.0944795,0.5103,4.42,105.29,168.13,22.64,2.235
0.4447862,0.4908,20.24,266.84,207.38,321.97,0.8735
1.0183992000000002,0.5337,9.63,252.1,4.49,64.68,2.184
1.2576798,0.4462,6.59,250.05,53.23,349.68,2.271
0.48330832000000007,0.4338,28.3,91.93,1.61,154.44,0.8536
1.2291612,0.5461,35.98,114.31,216.77,83.92,2.708
0.8949174,0.4839,5.52,0.8,191.15,204.9,1.734
0.9148331999999999,0.5741,55.74,87.25,257.8,63.48,2.148
0.8738267999999999,0.5754,1.72,134.05,68.83,184.91,2.058
1.1376256,0.4266,8.03,208.8,31.48,22.13,1.984
1.2564089999999999,0.4302,9.06,293.62,341.37,45.5,2.205
1.000431,0.379,16.41,92.21,105.02,34.41,1.611
1.1040372,0.3644,16.39,277.31,301.65,202.47,1.737
0.9212904,0.2836,3.94,238.55,140.4,282.86,1.286
1.2721103999999999,0.4646,3.26,265.3,67.3,265.97,2.376
1.2986639999999998,0.4695,5.79,111.37,185.95,230.26,2.448
0.46861065,0.5111,29.28,275.59,227.82,21.98,0.9585
0.8669448,0.6877,7.47,234.82,119.07,52.42,2.776
0.8919767999999999,0.6568,4.31,95.66,236.41,144.46,2.599
0.9036808,0.2024,1.32,115.5,238.45,110.27,1.133
1.2781824000000002,0.4016,7.97,273.63,358.41,102.04,2.136
0.5138115,0.5873,24.16,98.42,69.91,48.43,1.245
0.4681800000000001,0.7705,21.28,254.68,154.16,116.21,2.04
1.2189383999999999,0.4312,7.85,96.37,182.23,358.52,2.143
1.0520641,0.4383,8.05,80.23,251.64,334.18,1.873
0.974888,0.6069,13.97,106.28,225.98,351.77,2.48
0.63249384,0.3368,20.73,111.16,316.55,211.58,0.9537
1.146509,0.441,2.21,232.14,58.28,165.02,2.051
0.8755363999999999,0.4572,7.04,90.71,25.17,150.94,1.613
1.0658722000000003,0.4922,8.7,132.96,182.89,116.73,2.099
1.1812310000000001,0.4703,10.48,108.79,207.59,10.71,2.23
1.0343204000000001,0.2327,18.6,284.18,68.12,135.86,1.348
0.5742044,0.4932,53.54,297.64,214.88,253.98,1.133
0.9664311999999999,0.5288,5.54,113.4,135.21,11.97,2.051
0.9733605000000001,0.5121,3.84,115.02,217.8,347.95,1.995
1.0623314000000001,0.3762,14.34,118.46,226.4,184.85,1.703
1.0114577999999999,0.4207,9.96,110.36,208.68,349.75,1.746
0.903672,0.208,20.93,296.79,143.7,353.62,1.141
0.28090152,0.6118,4.8,95.8,19.76,2.81,0.7236
1.2129916,0.2154,21.59,304.04,280.41,156.01,1.546
1.2910104,0.1756,16.77,298.48,8.25,60.44,1.566
0.3657260000000001,0.8291,5.38,289.23,126.27,343.92,2.14
0.5088489999999999,0.6953,27.32,283.25,263.09,282.32,1.67
0.9918812000000001,0.5378,17.03,304.47,98.7,53.26,2.146
1.0651727999999998,0.5813,32.11,165.61,240.08,170.01,2.544
1.2685364000000001,0.2372,1.51,150.5,213.47,318.69,1.663
0.7150878,0.2692,10.15,109.36,307.67,260.32,0.9785
0.5265408,0.7429,3.64,295.14,97.18,149.04,2.048
0.944694,0.6614,0.41,320.58,289.34,5.58,2.79
0.9264276,0.5926,7.19,279.16,69.68,331.79,2.274
1.0613571000000002,0.5497,13.2,268.54,54.2,282.91,2.357
0.6549312000000002,0.6456,5.06,207.71,203.66,343.64,1.848
0.6825986999999999,0.6649,5.41,175.26,16.95,213.3,2.037
1.0262783999999998,0.5584,2.14,163.13,103.23,320.1,2.324
1.0917430000000001,0.5165,2.98,191.82,133.5,348.84,2.258
0.9268808000000001,0.5991,6.68,245.97,352.89,332.36,2.312
0.7435691,0.5939,6.51,221.65,336.87,69.89,1.831
1.2059039999999999,0.556,10.55,152.19,193.59,80.64,2.716
1.2096258,0.5574,7.43,150.03,123.89,6.34,2.733
1.211091,0.429,6.39,262.2,41.34,102.1,2.121
1.1728926,0.5197,8.81,160.19,174.98,226.65,2.442
0.5474976,0.344,2.31,107.23,45.77,230.11,0.8346
0.421486,0.7764,12.21,127.37,299.35,303.32,1.885
1.1290917,0.5181,7.37,123.25,186.13,305.24,2.343
1.2546107,0.5169,10.26,159.08,155.3,150.48,2.597
1.2457536000000002,0.5216,26.06,316.98,67.56,126.02,2.604
1.0271309999999998,0.5026,6.49,100.29,318.04,98.28,2.065
1.0846107999999999,0.5333,2.27,97.41,256.08,294.8,2.324
1.2021006,0.4723,6.2,182.28,161.65,331.56,2.278
0.7628179999999999,0.7355,34.37,179.01,212.41,9.73,2.884
1.222011,0.4645,3.42,196.89,194.14,300.77,2.282
1.0363185,0.1135,2.05,120.9,219.89,335.19,1.169
1.0526788,0.0878,3.47,341.32,93.36,303.37,1.154
1.0298070000000001,0.4195,12.94,131.26,205.94,350.95,1.774
1.1103560000000001,0.476,6.97,319.02,331.61,106.28,2.119
0.8334018000000001,0.2269,0.11,3.85,210.66,80.71,1.078
1.1679789,0.1769,1.21,200.03,109.1,354.22,1.419
0.9745439999999999,0.2416,8.26,312.32,321.24,1.96,1.285
0.6169429,0.5823,0.9,139.56,270.77,194.81,1.477
1.2072159,0.4951,3.99,163.31,162.57,260.9,2.391
0.9749904,0.6452,11.89,151.14,221.5,66.94,2.748
1.122515,0.4779,7.97,143.65,201.81,62.2,2.15
1.1716624,0.1818,14.53,140.21,187.77,352.73,1.432
0.8599059000000001,0.5597,34.96,135.69,289.46,208.86,1.953
1.0208331,0.4773,4.11,142.91,150.61,8.62,1.953
0.9390624000000001,0.5747,10.09,147.82,109.18,17.46,2.208
1.2525726,0.3946,6.58,117.27,205.5,136.61,2.069
1.2269400000000001,0.4423,2.58,354.71,333.66,29.78,2.2
1.1655234,0.5818,7.12,208.49,120.87,58.0,2.787
0.42530460000000003,0.7681,19.56,140.35,335.58,323.37,1.834
1.1126842,0.5249,3.33,146.12,143.89,302.36,2.342
0.8304739999999999,0.203,4.22,146.2,297.04,69.87,1.042
1.1085945000000001,0.0965,10.21,320.45,359.98,152.95,1.227
