a (km),e,i (rad),Omega (rad),omega (rad),M (rad)
155466652.73388964,0.05017730867317628,0.503880911555997,2.139720012381532,2.222181569118698,5.490783927432216
143858565.94551736,0.10666335561789288,0.43093616287089537,-2.1843955461187514,2.1630216930641097,2.6426739350048045
141033573.93795934,0.17622976707993393,0.018561510119146613,-0.14390227068579461,1.1317241576192174,0.906245266103177
115386638.10024059,0.3095348819928915,0.05962565641655161,2.364929281632482,3.405638038096106,1.4283470431055907
121997088.8844392,0.23705847269862965,0.06869388601049227,2.005343027041035,3.4868692947238973,3.6605412328171503
359610639.5948891,0.5770326945174551,0.2954413482622557,-0.1461876151140657,0.11286835051896826,1.083253690878804
151215702.88265586,0.03357736994808003,0.026979017122348542,-1.9127996641657719,4.786828021473761,1.6465338208260478
143146650.06686395,0.2062188768939857,0.013870793990733241,0.30154892662357224,5.186579050321916,1.3032738329891034
143643087.40362707,0.11113188057602995,0.12619764102755357,-0.3356407487388691,1.2171591980339809,2.355496929360271
438645795.88550013,0.7346753656940777,0.10903586548350927,-1.5562855318246391,3.3696991664964187,6.207518712187569
147118504.4051875,0.39104183933041814,0.2880987027530496,-1.4982892441783,1.20666118496389,5.066788761492339
175044849.7041017,0.21316098112349846,0.01521801432193944,-0.33180665617386257,1.0144157900547013,4.047564098715519
373166512.3787714,0.6522659561760297,0.028666361372553267,-1.0720825918232746,5.453781987176657,2.7723620342835567
376795675.38361233,0.6638086369662097,0.007956963790956,0.4458631833926497,2.0845109960908967,5.390936379835637
183175014.92606622,0.6447433453416286,0.3013815291665594,2.9385786770013875,4.255561050665413,1.8705092370989203
424431169.74086577,0.6524765561383832,0.12581955211734602,0.02922402459630259,2.986847029636417,0.011921419744480133
256741911.78983366,0.4536400141728438,0.13362185653498143,2.0267285405951903,5.701034325675362,4.872650200411178
284601343.12074417,0.48465360585895373,0.9087406464890226,1.040292586025979,6.187764496753477,2.334975507032272
176292749.2756126,0.5459671877172838,0.24787154302177286,-2.8840712747126185,1.2529587547574312,2.497655211532159
296042493.52261156,0.6904823794997219,0.16248249670864492,2.829658567028919,1.613071309281028,0.8382999335099628
235441152.63915262,0.3548883184878672,0.02143202061459261,-0.47948063517384504,0.054532850337680294,2.372777146346044
187877064.0910375,0.23728411885355793,0.29557182232208423,-1.467316911269792,5.536281306908475,2.293436227374528
259929530.04887757,0.4438523499737561,0.2529086496694738,-0.7110218962973492,3.4638812973055404,4.325171836139781
420132511.6465031,0.7704530511439017,0.057679410571160626,-1.4375754376517378,1.6998176906538074,1.7106146562838562
239106641.3456468,0.6220074652123446,0.2870071770387023,-2.0327038994937268,1.5601347484471129,0.6828749325561709
118408827.42611526,0.26173497472814217,0.18024045550979378,-2.1103353413774184,0.0632435382982397,1.205601229301986
465249386.40155894,0.7006474189127565,0.5764915211079173,0.7897193916118138,6.2277824171639,4.825897830051412
156023754.64480567,0.043679985585797804,0.015351944541079177,0.7651286230738861,6.116302279762288,1.7059684729747904
246829617.71623144,0.4306499452368942,0.06787464476492332,0.2510788774984761,0.6303262596121089,1.1080259082793145
