"pdes","epoch_mjd","a","e","i","om","w","ma"
497094,60200,1.995,0.4231,16.00,109.61,300.81,7.93
497096,60200,2.311,0.5215,4.30,76.63,295.09,253.71
497113,60200,1.25,0.2507,11.64,166.88,300.43,23.23
497117,60200,1.26,0.2638,23.25,31.57,46.29,17.81
497135,60200,2.172,0.6979,17.55,224.19,353.39,14.89
497174,60200,1.058,0.2988,24.61,205.30,347.74,337.88
497176,60200,2.676,0.5172,10.47,233.16,163.33,120.42
497230,60200,2.437,0.4671,8.82,93.35,122.47,270.81
497232,60200,1.207,0.1664,18.59,350.73,269.47,269.40
497236,60200,2.469,0.5399,7.16,327.74,286.10,239.31
497245,60200,2.702,0.6512,35.12,143.60,318.27,83.61
497626,60200,1.482,0.4728,24.48,162.40,56.27,222.96
498066,60200,2.211,0.4395,10.74,106.10,181.00,347.81
498068,60200,1.836,0.4488,16.82,196.03,86.33,200.11
498125,60200,2.256,0.4735,4.60,282.14,136.72,239.26
498143,60200,1.154,0.5615,43.50,23.76,215.73,12.45
498441,60200,2.644,0.5250,3.84,301.80,292.56,180.98
498548,60200,1.273,0.2809,29.24,205.89,248.65,355.20
498550,60200,1.426,0.2779,20.82,223.99,249.52,86.27
498918,60200,1.828,0.3069,51.71,295.97,347.33,180.85
499307,60200,2.521,0.5547,7.16,178.64,149.30,191.42
499490,60200,2.278,0.4710,21.35,246.26,105.63,265.91
499496,60200,1.734,0.3906,34.99,195.28,132.50,258.41
499582,60200,1.464,0.3100,6.83,254.20,201.48,54.85
499672,60200,2.355,0.4543,5.05,51.76,352.28,206.94
499986,60200,1.592,0.1951,39.04,295.12,355.00,26.02
499998,60200,1.316,0.2165,2.22,70.55,299.58,337.20
500080,60200,2.793,0.6760,6.03,157.68,25.90,166.09
500094,60200,1.374,0.2789,23.84,151.65,103.89,4.63
500136,60200,1.321,0.1971,3.63,349.62,64.38,297.08
500749,60200,2.868,0.7502,21.90,251.04,49.21,87.66
500922,60200,1.553,0.6121,45.56,315.99,204.54,194.18
501243,60200,1.045,0.3546,7.80,156.57,24.76,345.03
501567,60200,2.051,0.4195,2.17,297.62,325.65,54.17
501647,60200,0.9781,0.3309,4.59,286.26,277.20,218.10
501878,60200,2.262,0.7622,17.85,165.75,15.21,172.72
501934,60200,2.259,0.4665,11.03,321.62,14.80,265.07
503274,60200,1.593,0.2485,11.37,135.93,321.96,264.25
503277,60200,1.662,0.3030,12.25,316.10,117.89,221.25
503293,60200,1.697,0.2426,7.01,275.02,115.55,232.26
503861,60200,2.163,0.5567,4.31,344.85,137.38,271.80
503865,60200,1.595,0.2792,17.05,218.00,206.42,287.45
503871,60200,1.54,0.3947,38.35,207.73,70.21,43.48
503880,60200,1.959,0.8319,43.68,266.13,327.81,78.25
503892,60200,1.141,0.6097,31.27,45.97,202.57,53.37
503911,60200,1.233,0.3421,10.06,15.17,256.88,195.43
503941,60200,1.453,0.7627,5.93,31.78,124.96,99.05
503960,60200,1.051,0.2906,17.82,332.91,174.08,119.03
503966,60200,2.21,0.8117,29.04,200.59,37.29,305.72
504025,60200,2.507,0.5499,12.46,36.12,5.49,177.70
504033,60200,2.513,0.8575,44.51,21.64,209.96,210.12
504034,60200,3.343,0.8317,35.59,80.28,95.77,321.95
504074,60200,1.048,0.4899,54.98,120.36,87.27,84.80
504181,60200,1.538,0.9123,19.58,151.91,61.36,340.78
504256,60200,1.948,0.4835,11.71,313.96,162.88,40.96
504392,60200,1.843,0.4007,9.62,95.89,230.63,162.68
504505,60200,2.708,0.5759,7.73,303.38,15.59,134.28
504680,60200,1.712,0.4807,11.48,264.64,220.62,186.75
504711,60200,1.356,0.3560,25.62,223.08,285.22,189.93
504800,60200,1.013,0.2179,24.02,351.56,252.69,52.01
504827,60200,2.27,0.5120,33.16,314.19,321.32,309.32
504887,60200,2.311,0.5359,22.86,266.22,129.79,240.04
504928,60200,2.267,0.4526,32.45,104.07,352.87,241.89
504994,60200,2.014,0.4607,56.11,47.21,301.31,46.75
505019,60200,1.308,0.2335,22.84,241.28,269.41,214.51
505093,60200,2.062,0.4368,7.19,30.28,89.54,322.20
505169,60200,2.996,0.5674,29.49,36.29,29.96,34.68
505178,60200,1.816,0.5486,7.47,251.75,244.95,107.42
505657,60200,1.3,0.3039,29.79,138.75,299.62,311.03
505667,60200,2.016,0.4137,8.86,115.68,335.25,6.75
506074,60200,1.558,0.6869,6.00,150.06,132.23,44.97
506425,60200,3.361,0.6300,58.27,347.82,95.40,317.90
506437,60200,3.138,0.7179,10.26,252.02,115.27,37.12
506459,60200,1.038,0.1261,23.00,128.50,226.08,318.76
506491,60200,1.169,0.8385,3.76,196.52,55.21,304.33
506590,60200,1.131,0.4186,8.71,73.32,232.93,356.41
506732,60200,1.236,0.2945,10.05,229.77,299.70,3.07
506779,60200,1.993,0.4056,31.42,105.02,68.68,302.67
506859,60200,2.236,0.7358,5.83,297.75,247.16,233.86
506951,60200,1.704,0.3887,21.06,226.93,116.75,261.16
507355,60200,1.308,0.6926,25.30,277.37,7.13,18.63
507366,60200,3.229,0.6637,23.86,321.09,210.16,343.16
507422,60200,1.859,0.3690,5.75,232.52,147.49,107.65
507716,60200,2.537,0.6183,47.82,55.16,187.31,220.96
507847,60200,2.521,0.5293,7.46,48.18,75.77,166.65
508767,60200,2.123,0.3935,25.51,96.64,65.90,297.41
508772,60200,1.225,0.4328,21.97,230.73,65.47,167.65
508774,60200,1.323,0.7018,20.91,53.06,302.74,315.10
508786,60200,2.742,0.6361,14.62,311.53,244.54,66.57
508796,60200,2.721,0.5612,26.29,75.14,97.62,86.02
508861,60200,3.814,0.6740,4.17,296.08,118.73,288.01
508871,60200,1.846,0.5183,32.07,330.83,265.56,48.57
508905,60200,2.302,0.4916,13.03,98.45,324.76,253.85
508908,60200,0.8797,0.2670,5.76,89.62,223.15,79.48
508912,60200,1.981,0.5191,24.47,129.36,58.17,347.14
508918,60200,1.352,0.6132,36.17,146.66,123.40,127.85
508967,60200,1.895,0.8108,20.40,229.17,65.17,96.39
508997,60200,2.654,0.7212,28.47,66.69,176.99,81.21
509073,60200,1.211,0.5524,3.22,84.88,170.60,238.26
509102,60200,1.802,0.3476,32.57,241.43,212.40,109.39
509191,60200,2.402,0.6521,4.74,149.12,245.76,199.50
509192,60200,1.335,0.1662,30.33,127.66,197.38,22.13
509352,60200,0.7206,0.3741,11.95,283.22,5.70,268.05
509353,60200,1.693,0.3758,13.63,294.07,215.74,184.34
509456,60200,1.683,0.4196,6.99,239.40,333.84,178.95
509505,60200,0.9361,0.3594,9.34,62.33,194.72,301.80
509520,60200,1.669,0.7095,13.73,83.04,203.76,168.69
509523,60200,2.245,0.8869,13.14,94.73,214.29,267.06
509569,60200,1.406,0.1521,17.34,145.66,69.97,68.20
509821,60200,1.733,0.6078,0.92,317.25,228.87,135.89
509935,60200,1.931,0.5409,4.24,84.48,339.63,55.83
510055,60200,1.226,0.2105,16.79,84.61,158.28,293.26
510073,60200,2.233,0.6580,17.30,115.63,212.16,331.22
510160,60200,1.117,0.1117,40.57,272.81,252.79,228.10
510190,60200,1.299,0.3226,10.52,107.01,194.49,31.02
510238,60200,1.121,0.4410,6.69,21.77,358.02,332.30
510262,60200,1.484,0.4178,21.08,216.04,191.02,104.64
510529,60200,1.148,0.1508,9.02,167.59,238.88,224.70
511002,60200,1.553,0.1767,29.15,93.49,274.21,34.96
511008,60200,2.597,0.6514,13.66,187.39,229.66,131.44
511064,60200,2.608,0.5807,24.91,271.15,107.54,138.48
511137,60200,1.667,0.4247,38.35,99.45,118.20,122.53
511243,60200,1.576,0.2172,11.64,334.93,271.32,203.07
511520,60200,2,0.3530,9.77,88.64,303.93,40.30
511523,60200,1.632,0.3652,11.45,87.45,134.92,211.75
511600,60200,1.857,0.7327,68.90,252.30,357.91,44.97
511684,60200,1.007,0.5684,4.15,120.10,143.18,135.92
511777,60200,1.364,0.2836,13.22,185.42,65.15,69.23
511808,60200,2.038,0.6098,11.09,71.44,15.42,345.28
512234,60200,0.9522,0.5999,14.02,64.46,219.30,226.70
512242,60200,1.598,0.3137,31.45,84.62,203.48,77.74
512244,60200,1.037,0.5409,31.03,256.71,80.60,214.84
512245,60200,0.982,0.2000,9.18,302.90,21.60,60.26
513125,60200,2.032,0.6532,5.92,177.18,150.20,16.79
513126,60200,1.786,0.5826,9.35,326.45,78.42,160.71
513138,60200,1.366,0.3845,8.29,341.56,40.01,261.68
513163,60200,2.321,0.4773,5.48,326.44,118.53,213.10
513165,60200,2.29,0.8317,12.24,355.88,268.75,203.20
513170,60200,0.9611,0.1702,35.07,78.09,350.05,1.07
513171,60200,0.9509,0.5630,29.32,263.84,231.46,342.04
513181,60200,1.117,0.3855,16.70,324.13,48.80,353.21
513182,60200,1.89,0.4372,11.87,146.42,62.82,23.30
513312,60200,1.181,0.5276,2.26,1.73,274.46,264.78
513358,60200,1.868,0.5948,25.02,331.45,273.00,12.61
513472,60200,1.475,0.6568,30.09,320.49,316.67,342.69
513489,60200,1.729,0.5235,17.00,138.56,250.26,211.99
513497,60200,2.761,0.5989,10.97,316.67,301.58,48.06
513529,60200,1.372,0.7335,25.75,312.98,70.71,208.02
513550,60200,2.607,0.5671,26.96,64.08,194.48,66.64
513572,60200,1.793,0.4216,11.31,77.11,15.36,116.71
513711,60200,1.328,0.1840,14.41,330.15,290.22,133.45
513776,60200,2.862,0.5467,6.86,155.63,259.64,91.65
513916,60200,1.641,0.2100,22.04,288.69,284.06,148.96
514041,60200,2.9,0.5988,35.07,347.28,332.99,284.96
514150,60200,1.559,0.4041,2.63,14.40,336.46,37.13
514568,60200,2.264,0.6034,4.76,344.26,286.54,197.70
514571,60200,1.195,0.1385,36.57,174.23,288.38,142.41
514596,60200,1.241,0.7149,15.66,6.99,312.92,241.34
514597,60200,1.467,0.5946,5.79,200.46,185.32,90.61
514652,60200,1.91,0.3823,32.39,196.52,117.88,323.63
514846,60200,1.411,0.2233,5.97,142.42,65.44,70.20
514914,60200,1.825,0.6329,9.41,253.57,22.41,52.49
515010,60200,1.719,0.4717,38.23,23.92,257.12,120.89
515049,60200,1.919,0.6548,11.40,66.61,214.08,355.93
515082,60200,1.427,0.2175,8.60,30.01,25.51,189.11
515335,60200,1.799,0.4193,28.17,127.84,278.54,190.21
515446,60200,1.558,0.2881,23.33,37.67,79.91,332.83
515639,60200,1.039,0.3392,8.48,69.53,349.46,147.03
515742,60200,0.9713,0.2038,35.38,154.06,197.84,127.13
515767,60200,1.034,0.3492,16.42,126.61,246.25,218.74
516154,60200,1.543,0.4602,12.21,123.50,292.92,8.69
516155,60200,1.023,0.4770,13.33,54.37,254.01,11.66
516396,60200,1.638,0.2897,19.45,63.29,357.43,310.50
516398,60200,1.525,0.2531,18.99,56.48,194.81,297.08
516420,60200,2.419,0.5031,13.34,191.94,28.20,159.65
516423,60200,2.926,0.5590,21.03,74.19,71.18,49.15
516428,60200,2.431,0.5671,60.49,193.97,122.26,101.55
516435,60200,0.9133,0.3492,33.44,195.43,210.26,216.47
516454,60200,2.663,0.7639,29.33,190.48,105.70,69.17
516457,60200,1.679,0.3099,28.33,209.20,4.25,166.03
516641,60200,1.838,0.3262,36.14,203.54,315.17,88.01
516734,60200,1.194,0.2721,69.82,5.03,11.66,187.30
516803,60200,1.374,0.3844,30.61,213.35,106.09,54.87
516868,60200,1.773,0.4028,44.66,16.40,241.49,63.18
516976,60200,2.069,0.4805,7.57,211.83,71.98,267.51
516984,60200,1.78,0.5314,24.47,319.04,174.92,104.12
516986,60200,1.754,0.3546,15.66,133.24,271.73,236.64
517046,60200,1.282,0.6671,27.86,98.36,195.94,221.53
517103,60200,1.371,0.3180,8.36,73.88,350.15,271.66
517681,60200,2.062,0.5831,12.25,33.25,218.14,277.35
517829,60200,2.134,0.6143,8.53,81.02,167.52,250.03
518424,60200,2.591,0.5424,24.17,233.65,271.91,131.75
518426,60200,2.177,0.4039,10.46,134.83,160.91,210.84
518440,60200,1.979,0.5350,15.17,3.18,187.62,357.05
518463,60200,2.638,0.5616,18.23,117.88,212.46,72.88
518469,60200,2.661,0.5492,15.74,86.58,180.55,77.53
518507,60200,1.203,0.2764,36.40,154.22,278.01,154.63
518635,60200,2.917,0.6506,14.08,206.04,128.96,1.14
518638,60200,1.854,0.6187,10.71,129.04,206.45,354.63
518640,60200,1.844,0.4544,8.37,142.59,194.40,3.19
518646,60200,2.253,0.4462,6.91,72.68,261.14,163.41
518678,60200,2.192,0.5724,30.25,248.22,159.70,201.46
518735,60200,1.18,0.1707,11.51,69.52,289.62,315.93
518737,60200,1.624,0.8120,13.60,134.96,322.19,272.44
518771,60200,1.786,0.3349,29.02,64.98,323.07,302.97
518810,60200,1.193,0.2699,7.18,154.71,265.30,200.37
518847,60200,2.081,0.8400,5.00,140.77,221.02,237.45
519307,60200,2.307,0.4448,0.26,358.13,233.81,177.64
519354,60200,1.008,0.3804,7.42,20.28,1.53,325.02
519504,60200,2.084,0.4792,22.64,185.01,88.63,252.35
519824,60200,1.386,0.6688,30.63,226.59,222.83,169.22
520585,60200,1.603,0.2666,6.18,118.75,184.57,180.86
520808,60200,1.613,0.4181,52.68,217.97,114.25,156.14
520862,60200,1.627,0.2955,35.35,56.54,251.19,161.11
522684,60200,0.9939,0.3835,11.33,202.56,255.64,226.80
523585,60200,1.023,0.3629,6.29,80.15,26.89,275.29
523586,60200,0.9069,0.3326,11.93,239.94,223.62,159.27
523587,60200,2.804,0.5981,7.95,26.68,353.27,21.13
523589,60200,2.69,0.7933,17.18,354.05,95.61,45.65
523590,60200,1.335,0.3796,20.59,142.95,277.44,51.20
523592,60200,3.186,0.5941,20.76,297.65,119.47,297.88
523593,60200,2.011,0.4392,39.61,189.87,149.34,259.25
523594,60200,1.34,0.1659,13.13,272.75,129.63,36.80
523595,60200,1.924,0.4539,26.81,289.42,102.22,296.28
523596,60200,2.169,0.4580,6.42,351.16,331.32,217.28
523598,60200,1.416,0.5466,33.73,173.51,93.97,24.92
523599,60200,2.921,0.6007,10.86,336.65,324.65,13.99
523600,60200,1.525,0.3711,42.32,165.64,273.14,180.18
523602,60200,1.765,0.3269,39.54,248.67,341.44,93.18
523603,60200,1.444,0.3301,14.51,25.53,63.58,269.38
523604,60200,2.293,0.5029,4.82,289.01,148.79,132.87
523605,60200,0.9199,0.3513,5.96,173.60,334.12,49.33
523606,60200,1.749,0.5255,1.08,357.85,81.94,33.00
523607,60200,2.617,0.5495,23.47,313.85,269.07,114.37
523608,60200,1.88,0.4252,6.86,158.45,22.19,63.41
523609,60200,1.198,0.6593,17.42,326.44,128.87,228.92
523610,60200,2.668,0.5402,11.11,230.90,190.80,41.60
523611,60200,2.227,0.4173,7.13,56.51,261.98,188.87
523612,60200,3.24,0.6448,31.08,306.10,249.16,356.91
523613,60200,2.09,0.4551,2.42,266.54,212.85,133.99
523614,60200,2.506,0.8377,18.93,161.40,338.27,60.12
523616,60200,1.313,0.7384,28.38,107.07,341.18,312.51
523619,60200,1.956,0.5329,40.47,349.44,97.08,262.71
523621,60200,1.497,0.1598,3.10,217.02,172.00,242.54
523623,60200,2.365,0.6531,7.27,51.18,33.40,119.31
523625,60200,1.837,0.4503,41.10,324.36,215.10,75.50
523626,60200,2.915,0.5597,35.61,341.25,247.89,48.23
523628,60200,2.246,0.4618,2.22,7.07,30.77,157.20
523630,60200,2.705,0.8586,48.39,309.39,114.16,49.18
523631,60200,1.722,0.4470,8.29,335.03,115.35,34.01
523632,60200,1.189,0.0836,10.80,216.09,278.64,163.00
523633,60200,1.491,0.2890,26.72,271.48,131.08,219.97
523636,60200,1.903,0.5952,15.57,211.83,22.26,24.45
523637,60200,1.349,0.3708,31.87,161.13,9.48,213.78
523638,60200,1.938,0.5081,37.34,284.42,285.58,351.60
523641,60200,2.511,0.6075,18.09,21.20,66.49,58.98
523648,60200,2.003,0.4424,18.16,269.76,218.42,155.67
523650,60200,1.59,0.4121,65.15,333.52,155.10,82.58
523651,60200,2.286,0.4985,9.98,264.24,12.48,183.32
523654,60200,1.178,0.7056,29.13,180.11,305.55,88.63
523656,60200,1.738,0.4975,60.94,225.18,235.99,34.57
523657,60200,1.795,0.3400,7.85,155.28,271.45,338.88
523660,60200,2.033,0.4719,23.06,220.88,144.20,228.90
523661,60200,0.8969,0.4831,11.66,222.15,263.59,175.35
523662,60200,2.055,0.5138,11.22,250.30,16.60,290.22
523663,60200,2.126,0.3960,21.84,123.67,224.79,195.67
523664,60200,0.8287,0.5027,42.27,303.73,224.37,28.57
523665,60200,2.055,0.4070,5.37,29.02,297.93,268.51
523666,60200,2.1,0.4355,5.03,218.98,99.69,233.36
523667,60200,2.116,0.4419,4.49,283.87,45.65,221.62
523668,60200,2.105,0.4393,5.17,305.46,349.43,252.29
523669,60200,2.169,0.4691,20.40,73.63,290.62,172.07
523670,60200,1.708,0.2513,23.07,166.70,173.11,91.79
523679,60200,2.23,0.4981,23.07,248.45,306.83,281.68
523685,60200,1.848,0.4941,4.30,260.20,145.89,346.89
523694,60200,1.542,0.2146,8.18,86.24,202.86,269.25
523707,60200,1.565,0.1910,8.48,93.35,206.15,224.58
523728,60200,1.004,0.3417,25.69,127.06,335.90,256.93
523732,60200,1.206,0.4530,3.79,275.76,294.12,14.02
523737,60200,1.56,0.2447,19.54,172.14,243.20,176.05
523747,60200,2.204,0.7586,14.66,175.02,340.64,230.46
523775,60200,1.876,0.4840,12.65,3.73,188.63,103.29
523779,60200,2.455,0.5557,9.26,182.19,220.98,98.53
523781,60200,1.661,0.2892,12.62,320.15,169.29,19.81
523786,60200,1.989,0.3661,59.47,145.34,93.11,322.34
523788,60200,2.12,0.5499,2.68,201.34,108.17,233.84
523792,60200,1.336,0.5223,32.13,274.92,188.88,330.89
523795,60200,2.137,0.4824,3.71,262.83,46.83,222.78
523796,60200,1.096,0.6614,30.94,91.87,342.84,301.37
523799,60200,1.755,0.3683,57.31,138.24,227.97,60.51
523801,60200,1.985,0.4192,6.04,13.20,77.85,223.13
523802,60200,2.202,0.4594,17.67,82.62,185.38,254.35
523803,60200,2.436,0.5115,4.75,334.25,45.09,100.97
523804,60200,1.492,0.3715,6.30,124.75,28.11,139.59
523805,60200,2.26,0.4930,6.83,305.30,98.57,154.22
523806,60200,3.025,0.6528,18.58,68.79,93.82,315.11
523807,60200,1.912,0.7353,11.89,124.47,18.87,262.04
523808,60200,0.7587,0.3585,33.44,281.87,201.48,50.57
523809,60200,1.238,0.3482,0.93,353.24,289.34,257.51
523810,60200,2.191,0.7676,10.73,340.04,168.53,176.08
523811,60200,1.843,0.4197,3.87,225.33,235.44,317.03
523812,60200,1.839,0.3918,3.25,25.39,327.57,2.94
523813,60200,1.278,0.2753,10.32,50.35,137.00,351.12
523814,60200,1.418,0.3119,3.75,227.09,283.39,222.50
523815,60200,2.685,0.5926,41.11,37.82,296.63,50.44
523816,60200,2.7,0.7182,15.74,226.45,234.65,37.50
523817,60200,1.307,0.2040,20.18,192.72,181.47,109.56
523818,60200,1.206,0.1371,13.86,190.58,10.97,76.37
523819,60200,1.218,0.0673,16.06,196.82,337.84,81.24
523820,60200,2.245,0.5978,55.02,16.92,319.40,190.10
523821,60200,1.766,0.2959,9.52,233.49,107.69,46.89
523822,60200,3.256,0.7369,15.31,69.97,186.15,324.74
523823,60200,2.568,0.5688,5.74,238.86,127.28,81.94
523824,60200,1.554,0.3329,13.68,261.57,187.56,154.77
523826,60200,1.33,0.1707,28.22,33.19,294.24,208.17
523828,60200,1.422,0.3523,14.34,123.31,77.27,200.06
523915,60200,2.609,0.8163,14.46,44.54,125.96,9.22
523934,60200,1.253,0.3123,38.69,359.84,301.12,330.75
523941,60200,1.382,0.3314,7.62,57.27,81.56,269.35
523945,60200,2.608,0.5907,26.89,345.04,303.41,348.10
523950,60200,0.9052,0.5069,23.65,166.69,47.72,84.58
523966,60200,1.49,0.2474,15.60,85.90,296.54,251.28
523967,60200,2.03,0.4764,59.72,112.02,320.90,210.87
523971,60200,1.158,0.2769,10.09,298.50,1.68,100.82
523972,60200,2.237,0.5989,33.63,316.97,262.12,105.49
524150,60200,2.068,0.4584,16.03,59.02,42.46,221.93
524196,60200,2.239,0.5304,4.52,42.20,229.84,230.78
524268,60200,1.873,0.5411,6.84,140.41,151.84,225.31
524391,60200,1.423,0.2466,32.40,116.44,343.17,286.75
524392,60200,2.021,0.7543,9.18,354.73,21.64,220.95
524459,60200,2.003,0.5174,12.66,47.42,112.77,210.47
524471,60200,0.899,0.2663,11.77,218.39,175.28,230.37
524474,60200,2.271,0.4880,6.40,47.47,253.11,57.97
524475,60200,2.267,0.5590,27.86,75.62,155.24,92.22
524498,60200,2.642,0.5104,4.13,310.21,334.66,342.67
524516,60200,3.005,0.6104,26.19,33.56,39.79,352.88
524522,60200,0.7236,0.4101,9.04,231.47,355.41,127.51
524530,60200,1.477,0.5898,10.79,102.38,225.69,270.37
524536,60200,2.166,0.4520,21.08,306.38,112.16,197.33
524594,60200,2.424,0.6434,6.16,265.05,118.85,103.43
524597,60200,1.302,0.1606,16.15,123.73,152.85,219.60
524599,60200,2.855,0.5842,22.97,342.14,10.26,47.20
524603,60200,1.736,0.5474,8.34,169.30,90.57,303.97
524974,60200,2.28,0.4938,22.15,330.69,45.72,171.69
525229,60200,1.226,0.2735,29.96,217.76,113.61,4.84
525231,60200,1.459,0.4090,10.86,52.35,71.62,214.21
525234,60200,1.753,0.2964,23.66,232.74,200.46,32.24
525268,60200,0.7595,0.4104,21.46,85.61,157.58,327.07
525319,60200,2.31,0.4522,24.18,304.28,141.53,121.45
525356,60200,1.994,0.7275,21.68,94.92,281.02,244.76
525364,60200,1.049,0.1005,31.28,136.59,201.46,273.07
525477,60200,1.973,0.5893,9.86,157.93,88.37,204.88
525484,60200,1.056,0.3062,15.90,43.61,265.35,275.51
525498,60200,0.9588,0.2459,5.58,229.72,112.89,103.86
525552,60200,2.007,0.4514,36.64,217.87,1.30,168.92
526238,60200,1.894,0.3951,4.60,275.06,214.39,279.95
526449,60200,1.512,0.2949,37.01,122.90,76.90,148.20
526587,60200,1.562,0.3245,27.57,169.31,180.98,251.54
526670,60200,1.43,0.3486,9.92,45.18,310.13,330.57
526742,60200,0.907,0.3760,16.79,260.78,351.47,347.18
526798,60200,0.8582,0.4204,6.80,270.83,55.92,93.55
526825,60200,1.796,0.4639,32.40,147.29,97.53,272.82
526826,60200,0.8657,0.3436,29.97,122.96,200.08,30.13
526878,60200,1.793,0.4570,7.00,122.62,135.20,286.27
526898,60200,1.067,0.7416,11.98,32.72,13.10,73.61
527115,60200,2.363,0.4660,4.79,185.83,127.26,167.21
527671,60200,2.399,0.5293,19.71,280.51,112.06,98.39
527715,60200,1.141,0.2881,26.45,276.00,273.09,249.71
527841,60200,1.15,0.4621,45.77,315.51,339.71,120.03
527959,60200,1.968,0.4138,5.37,182.23,48.42,191.21
527977,60200,0.745,0.7600,19.79,175.47,199.00,138.98
528159,60200,1.35,0.2256,8.17,227.69,5.04,275.00
528284,60200,1.134,0.4085,7.44,28.79,207.03,234.27
528507,60200,2.21,0.4860,8.42,83.24,341.02,188.21
528609,60200,2.371,0.7742,11.97,290.90,23.49,37.73
528650,60200,2.219,0.5753,23.93,56.93,112.33,126.49
528756,60200,2.281,0.4785,5.68,110.47,79.71,88.80
528804,60200,1.85,0.7126,13.02,131.16,85.89,264.80
528807,60200,0.9367,0.2657,5.55,17.46,292.44,227.86
528857,60200,1.855,0.6392,3.84,275.64,337.85,250.18
528859,60200,1.076,0.2624,5.05,316.71,321.32,265.42
529032,60200,2.65,0.5583,10.11,268.52,99.99,83.66
529366,60200,1.18,0.1690,25.77,240.25,162.64,294.30
529450,60200,1.73,0.4681,11.06,293.45,70.83,60.76
529668,60200,2.678,0.7351,5.38,52.45,309.90,340.74
529670,60200,1.484,0.4031,44.43,58.66,326.47,22.22
529718,60200,2.49,0.8828,60.83,6.85,357.16,110.12
529720,60200,1.111,0.3795,25.92,176.65,187.94,55.36
529752,60200,2.452,0.5261,3.33,289.13,70.78,116.51
529753,60200,2.498,0.5884,9.10,286.94,27.86,112.77
529819,60200,1.371,0.4599,13.59,332.37,53.81,22.75
529920,60200,2.437,0.5167,25.12,196.42,289.65,97.50
529951,60200,1.098,0.2640,26.29,23.74,262.26,147.44
530085,60200,2.517,0.8499,9.11,94.22,121.30,40.61
530151,60200,1.105,0.5171,21.91,304.20,321.95,207.16
530520,60200,1.1,0.2874,20.90,83.45,270.62,164.34
530531,60200,1.222,0.1586,15.73,105.68,64.97,114.85
530743,60200,2.574,0.5974,24.92,215.24,72.88,9.75
530871,60200,1.009,0.7433,46.78,326.75,307.66,276.60
530938,60200,0.7839,0.4634,20.72,221.25,46.62,123.71
530940,60200,2.324,0.4693,18.30,272.39,243.36,88.55
530974,60200,1.458,0.3948,4.36,153.73,69.72,175.68
531060,60200,0.9176,0.5152,53.63,346.27,311.96,293.32
531277,60200,2.113,0.6481,3.18,245.43,124.23,213.11
531898,60200,2.048,0.3877,2.42,300.11,264.79,183.37
531899,60200,0.9113,0.2974,31.01,309.26,311.96,332.01
531914,60200,2.059,0.5336,40.36,58.22,0.54,216.93
531944,60200,1.285,0.1828,10.34,303.34,18.83,266.12
532058,60200,1.587,0.2653,22.79,29.72,23.37,205.95
532874,60200,1.391,0.2617,31.21,288.39,235.54,290.61
533011,60200,1.426,0.2826,5.71,169.58,22.69,199.89
533372,60200,1.367,0.3524,39.15,195.28,239.56,51.16
533541,60200,1.437,0.2675,26.77,88.32,10.66,264.00
533638,60200,1.187,0.1677,22.46,69.05,288.94,347.73
533671,60200,2.889,0.8956,24.28,126.60,302.87,331.06
533722,60200,2.385,0.6587,3.86,54.52,337.60,150.03
533990,60200,1.411,0.2234,2.82,355.87,262.92,190.84
534676,60200,1.837,0.6036,16.39,63.32,232.01,225.16
535148,60200,2.588,0.5319,27.13,67.96,70.80,29.58
535221,60200,1.605,0.3277,22.21,93.64,185.24,300.23
535844,60200,1.587,0.4013,4.80,328.46,229.47,80.49
